"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,1,221
2,41,2744,579
3,68,6132,832
4,63,7630,985
5,73,7779,1084
6,53,6895,958
7,36,5744,834
8,54,4666,748
9,43,4049,614
10,29,3222,511
11,35,2635,433
12,29,2216,364
13,21,1826,337
14,16,1402,260
15,24,1199,217
16,18,1121,170
17,14,849,169
18,18,697,123
19,14,621,130
20,7,534,93
21,12,439,86
22,12,389,85
23,7,377,62
24,5,340,62
25,7,281,59
26,6,229,38
27,4,208,33
28,3,201,41
29,6,207,27
30,8,163,23
31,7,156,24
32,7,134,20
33,9,120,23
34,0,105,22
35,6,100,18
36,5,82,16
37,4,82,8
38,1,81,9
39,6,66,11
40,3,48,11
41,4,66,7
42,3,40,4
43,4,50,5
44,3,46,6
45,3,52,6
46,8,40,3
47,9,41,11
48,4,34,4
49,3,25,3
50,2,31,4
51,3,31,1
52,3,27,0
53,1,13,3
54,3,22,2
55,0,26,3
56,3,19,1
57,6,18,1
58,3,14,1
59,3,15,1
60,3,15,1
NA,NA,9,NA
