"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2168,179
2,15,4852,468
3,25,5997,659
4,40,6161,745
5,46,5500,826
6,34,4647,740
7,36,3710,657
8,11,3213,551
9,15,2508,462
10,17,2080,408
11,14,1698,319
12,14,1427,266
13,11,1080,255
14,12,924,191
15,9,822,159
16,3,653,124
17,2,541,128
18,7,481,95
19,2,420,95
20,7,337,77
21,7,265,58
22,3,280,61
23,3,262,44
24,4,216,42
25,4,157,38
26,2,136,33
27,2,150,24
28,1,156,32
29,3,114,21
30,1,119,17
31,2,85,19
32,1,88,14
33,1,81,17
34,0,69,17
35,0,69,14
36,1,58,12
37,1,59,6
38,1,45,6
39,0,37,7
40,0,53,9
41,1,37,6
42,0,39,2
43,5,33,3
44,2,38,5
45,1,33,6
46,0,32,3
47,2,23,9
48,1,18,2
49,3,29,2
50,1,21,3
51,0,22,1
52,0,11,0
53,0,14,3
54,0,20,2
55,2,13,2
56,0,12,1
57,0,9,1
58,0,11,0
59,0,11,1
60,0,6,1
