"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,17,2090,175
2,68,4617,462
3,80,5756,651
4,55,5930,730
5,40,5275,812
6,52,4458,725
7,29,3566,637
8,22,3096,531
9,20,2411,454
10,18,2012,400
11,7,1639,309
12,9,1375,256
13,5,1043,247
14,6,890,180
15,2,798,151
16,6,631,121
17,0,523,126
18,2,464,95
19,1,409,93
20,6,325,74
21,2,257,57
22,1,271,60
23,0,256,41
24,2,209,41
25,2,147,36
26,0,127,32
27,0,144,23
28,0,153,32
29,0,113,21
30,1,113,17
31,0,80,17
32,0,84,14
33,1,77,17
34,1,68,16
35,0,67,13
36,0,58,12
37,1,57,6
38,0,44,6
39,0,35,7
40,0,55,9
41,0,36,6
42,1,38,2
43,1,32,3
44,0,37,4
45,2,33,6
46,0,30,3
47,2,24,9
48,1,18,2
49,0,28,2
50,0,20,3
51,0,21,1
52,0,11,0
53,1,14,3
54,0,20,2
55,3,13,2
56,0,12,1
57,2,11,1
58,1,12,0
59,0,9,1
60,0,7,1
