"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4683,322
2,37,10555,806
3,42,11928,1050
4,30,11382,1181
5,28,9880,1293
6,32,8121,1149
7,25,6596,1011
8,16,5854,918
9,27,4687,782
10,13,3816,670
11,14,3299,580
12,24,2716,471
13,18,2199,438
14,13,1946,362
15,16,1894,297
16,13,1534,250
17,4,1242,226
18,8,1080,171
19,12,1007,178
20,9,842,141
21,10,725,129
22,9,694,120
23,7,616,101
24,5,504,91
25,2,476,91
26,8,442,60
27,2,374,58
28,3,371,65
29,2,333,37
30,5,289,37
31,2,236,39
32,2,258,36
33,7,226,37
34,5,194,41
35,3,186,27
36,2,192,24
37,4,184,16
38,3,136,17
39,1,104,18
40,1,125,18
41,6,95,11
42,3,99,11
43,4,97,14
44,4,103,8
45,5,90,12
46,1,69,8
47,2,58,14
48,0,53,9
49,6,67,7
50,1,60,4
51,4,60,2
52,1,42,0
53,1,48,5
54,3,47,4
55,3,42,5
56,5,36,5
57,4,32,3
58,4,34,6
59,3,33,3
60,1,26,3
