"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4385,295
2,23,9890,757
3,50,11211,999
4,54,10703,1139
5,42,9280,1246
6,57,7644,1113
7,40,6178,970
8,43,5436,880
9,46,4377,750
10,36,3548,635
11,16,3034,550
12,20,2509,448
13,23,1986,420
14,19,1752,346
15,22,1708,281
16,26,1371,237
17,22,1116,214
18,12,969,157
19,18,885,168
20,18,747,127
21,10,647,119
22,12,617,116
23,8,555,89
24,14,461,85
25,6,409,87
26,8,378,57
27,12,332,56
28,3,329,58
29,10,286,34
30,8,255,35
31,8,218,32
32,3,227,32
33,3,190,34
34,4,171,36
35,7,157,26
36,10,159,21
37,7,161,15
38,12,117,15
39,5,89,16
40,1,105,14
41,5,79,11
42,1,90,10
43,5,84,11
44,5,94,8
45,2,78,11
46,5,60,5
47,0,50,13
48,1,46,9
49,2,63,7
50,2,54,4
51,2,49,1
52,1,31,0
53,1,41,5
54,1,40,3
55,9,37,6
56,5,31,4
57,3,28,3
58,2,29,4
59,3,28,2
60,2,20,2
