"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,3956,267
2,43,8811,699
3,51,10099,955
4,67,9780,1092
5,59,8547,1198
6,55,7052,1081
7,28,5692,935
8,43,4968,843
9,54,3982,713
10,31,3221,597
11,21,2752,518
12,42,2242,410
13,29,1763,394
14,10,1556,321
15,27,1487,263
16,19,1167,221
17,7,957,202
18,16,857,143
19,16,753,150
20,13,628,116
21,5,550,108
22,8,528,107
23,8,485,80
24,7,400,79
25,6,341,75
26,6,311,47
27,2,284,46
28,2,291,50
29,6,248,33
30,8,218,29
31,3,187,30
32,4,183,28
33,5,152,28
34,5,143,31
35,1,135,23
36,3,134,18
37,3,139,14
38,4,98,14
39,4,79,15
40,5,90,14
41,4,67,10
42,1,74,7
43,2,72,11
44,1,73,8
45,2,69,10
46,2,52,3
47,5,49,13
48,1,37,8
49,1,50,8
50,0,45,4
51,2,45,1
52,1,24,0
53,3,32,4
54,4,34,3
55,4,28,6
56,0,26,3
57,3,25,2
58,1,28,3
59,1,23,2
60,4,13,2
