"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,4618,316
2,11,10426,797
3,24,11804,1042
4,11,11262,1172
5,16,9777,1282
6,17,8056,1143
7,24,6545,1006
8,17,5779,908
9,16,4626,774
10,20,3759,662
11,11,3247,575
12,9,2684,466
13,11,2167,429
14,18,1926,360
15,10,1847,292
16,13,1505,247
17,13,1220,224
18,17,1059,165
19,6,991,178
20,5,824,138
21,8,714,128
22,13,678,120
23,8,601,96
24,6,498,88
25,9,467,91
26,3,421,59
27,7,364,57
28,8,361,64
29,9,327,36
30,12,278,36
31,7,235,35
32,2,251,36
33,7,220,37
34,9,188,39
35,10,179,26
36,6,183,24
37,5,178,15
38,4,131,16
39,4,101,17
40,4,119,17
41,6,92,11
42,3,99,11
43,5,94,13
44,3,101,8
45,5,86,12
46,4,69,6
47,1,55,13
48,3,54,9
49,3,67,7
50,2,59,4
51,3,58,1
52,1,40,0
53,1,47,5
54,1,46,4
55,3,39,6
56,1,35,5
57,1,31,3
58,3,32,6
59,1,31,3
60,1,24,3
