"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4646,318
2,32,10490,799
3,32,11862,1044
4,37,11323,1178
5,21,9828,1289
6,17,8086,1146
7,20,6574,1006
8,21,5809,914
9,21,4656,778
10,15,3789,670
11,17,3277,576
12,11,2703,468
13,5,2186,431
14,8,1942,361
15,13,1877,294
16,4,1525,250
17,8,1231,226
18,9,1073,170
19,3,997,178
20,5,836,139
21,7,724,129
22,8,688,120
23,7,613,99
24,2,504,89
25,11,472,92
26,4,437,62
27,2,370,57
28,2,366,65
29,10,333,37
30,5,283,37
31,6,237,38
32,8,256,36
33,7,220,37
34,1,192,40
35,4,183,27
36,1,186,24
37,6,184,16
38,1,137,17
39,3,101,18
40,1,124,18
41,1,89,11
42,2,98,11
43,6,97,13
44,7,103,9
45,3,89,12
46,4,70,7
47,2,58,13
48,1,55,9
49,3,67,7
50,6,60,4
51,2,59,2
52,4,40,0
53,2,47,5
54,3,47,4
55,1,41,6
56,2,39,5
57,1,30,3
58,1,32,6
59,0,30,3
60,3,24,3
