"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,4558,310
2,51,10327,786
3,71,11671,1032
4,56,11135,1163
5,35,9639,1277
6,56,7954,1134
7,61,6457,992
8,51,5669,900
9,47,4536,766
10,38,3704,655
11,27,3196,570
12,26,2640,460
13,39,2110,424
14,23,1877,357
15,22,1813,286
16,16,1452,245
17,20,1190,222
18,19,1040,163
19,9,957,177
20,17,800,133
21,10,684,125
22,18,658,120
23,9,588,94
24,10,491,86
25,10,453,90
26,4,409,58
27,7,358,57
28,8,354,62
29,3,316,35
30,5,272,37
31,3,232,34
32,2,245,36
33,2,212,35
34,7,184,39
35,2,170,26
36,7,178,22
37,10,175,15
38,3,125,16
39,3,96,17
40,1,112,16
41,0,84,11
42,0,94,10
43,7,91,11
44,5,98,9
45,2,83,12
46,1,65,6
47,2,55,13
48,1,52,9
49,0,66,7
50,1,58,4
51,1,56,1
52,3,38,0
53,2,46,5
54,1,44,3
55,0,40,6
56,0,33,5
57,2,31,3
58,2,33,6
59,2,31,3
60,0,26,2
