"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,3954,267
2,42,8802,699
3,68,10089,954
4,64,9771,1091
5,63,8535,1199
6,32,7046,1079
7,39,5692,933
8,59,4955,842
9,33,3970,713
10,29,3220,595
11,45,2754,518
12,28,2243,409
13,14,1757,394
14,27,1558,321
15,21,1480,262
16,9,1163,221
17,16,958,201
18,17,854,142
19,13,750,149
20,5,625,116
21,10,552,107
22,9,529,107
23,7,481,80
24,6,399,80
25,6,337,74
26,2,311,48
27,2,286,46
28,7,287,50
29,8,246,33
30,3,217,29
31,5,184,30
32,6,182,28
33,7,154,28
34,2,141,31
35,3,134,23
36,4,134,18
37,4,138,14
38,3,97,14
39,5,78,15
40,3,91,14
41,1,70,11
42,2,73,7
43,1,74,10
44,2,70,7
45,3,69,10
46,4,52,4
47,1,49,14
48,1,36,8
49,0,50,7
50,2,44,4
51,2,45,1
52,2,24,0
53,5,30,4
54,4,36,3
55,0,26,5
56,3,28,3
57,1,23,2
58,1,27,3
59,4,23,2
60,3,13,2
