"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,4176,283
2,31,9353,721
3,28,10622,980
4,13,10216,1114
5,22,8878,1228
6,22,7349,1095
7,20,5926,957
8,20,5216,861
9,13,4168,735
10,12,3393,619
11,9,2902,533
12,12,2383,432
13,11,1879,407
14,8,1650,340
15,12,1596,271
16,15,1272,227
17,7,1030,208
18,11,918,151
19,3,824,161
20,7,686,122
21,5,610,109
22,3,579,111
23,11,524,86
24,2,437,81
25,2,386,82
26,4,352,51
27,8,309,51
28,2,305,54
29,7,275,34
30,6,240,33
31,3,203,32
32,3,209,31
33,5,173,33
34,5,160,33
35,2,148,24
36,7,151,20
37,5,151,14
38,5,111,15
39,3,85,15
40,4,99,14
41,0,71,10
42,3,82,8
43,5,79,11
44,3,84,7
45,2,78,11
46,0,56,4
47,6,50,14
48,3,44,8
49,0,56,7
50,3,48,4
51,4,50,1
52,6,29,0
53,5,37,4
54,3,40,3
55,1,30,5
56,5,27,3
57,5,27,2
58,10,29,4
59,2,25,2
60,4,18,2
