"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,2254,185
2,56,5044,475
3,51,6226,672
4,64,6411,759
5,71,5675,843
6,54,4812,764
7,41,3819,667
8,40,3338,570
9,19,2605,476
10,11,2153,411
11,19,1764,330
12,13,1478,277
13,8,1109,262
14,15,951,199
15,13,861,167
16,11,671,126
17,10,544,130
18,10,503,99
19,5,434,96
20,1,351,78
21,8,281,61
22,5,288,62
23,2,271,44
24,3,221,46
25,1,166,41
26,1,140,33
27,4,156,24
28,5,160,32
29,4,117,21
30,0,124,18
31,1,88,19
32,1,90,14
33,4,86,18
34,1,71,18
35,4,72,14
36,0,59,12
37,0,62,6
38,2,46,6
39,1,37,8
40,3,55,9
41,2,39,6
42,0,41,2
43,0,34,3
44,1,39,5
45,0,35,6
46,3,34,3
47,2,25,9
48,0,21,2
49,0,29,2
50,1,22,3
51,0,22,1
52,0,10,0
53,1,15,3
54,1,22,2
55,0,14,2
56,3,12,1
57,2,10,1
58,0,12,1
59,1,14,1
60,0,6,1
