"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3838,264
2,14,8556,687
3,14,9819,945
4,11,9562,1075
5,27,8361,1194
6,15,6906,1069
7,18,5570,927
8,23,4850,835
9,14,3906,706
10,4,3163,587
11,14,2694,512
12,10,2198,407
13,8,1713,383
14,14,1524,313
15,11,1440,258
16,5,1128,214
17,6,929,197
18,7,830,142
19,8,725,145
20,9,608,115
21,4,538,107
22,4,514,103
23,2,462,78
24,5,394,79
25,6,326,71
26,2,296,48
27,3,272,46
28,2,280,48
29,6,242,33
30,4,209,28
31,2,175,30
32,3,177,28
33,5,144,27
34,10,136,31
35,3,126,23
36,3,130,18
37,2,134,14
38,0,90,13
39,3,74,15
40,2,89,14
41,3,64,11
42,1,72,6
43,7,70,9
44,4,71,6
45,6,68,10
46,1,48,4
47,4,49,14
48,6,34,8
49,4,43,7
50,7,44,4
51,0,47,1
52,2,25,0
53,1,29,4
54,6,32,3
55,8,28,5
56,8,24,2
57,12,22,2
58,4,23,3
59,7,23,2
60,10,14,2
