"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4115,277
2,36,9215,716
3,32,10487,970
4,35,10101,1108
5,24,8777,1219
6,24,7278,1088
7,30,5854,948
8,30,5133,854
9,26,4117,728
10,23,3344,613
11,25,2856,526
12,22,2342,426
13,19,1848,406
14,14,1620,335
15,7,1556,269
16,13,1238,227
17,20,1000,203
18,21,899,148
19,10,808,160
20,8,667,120
21,19,594,109
22,10,554,109
23,12,509,83
24,12,426,80
25,18,372,76
26,13,334,51
27,8,301,50
28,8,299,53
29,7,267,34
30,7,234,30
31,12,200,32
32,19,200,29
33,6,166,31
34,5,155,33
35,7,142,24
36,4,146,19
37,5,148,14
38,8,106,15
39,4,82,15
40,2,96,14
41,2,70,10
42,2,80,7
43,9,74,10
44,8,80,7
45,3,75,10
46,3,54,4
47,4,51,14
48,5,41,8
49,3,55,7
50,4,47,4
51,2,47,1
52,2,26,0
53,3,32,4
54,4,38,3
55,1,28,5
56,3,27,3
57,0,24,2
58,2,29,3
59,1,24,2
60,0,16,2
