"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4495,306
2,41,10148,772
3,44,11516,1019
4,31,10982,1154
5,37,9510,1268
6,48,7851,1128
7,44,6356,982
8,23,5592,891
9,31,4482,759
10,17,3653,647
11,24,3147,564
12,26,2605,458
13,14,2071,423
14,9,1841,354
15,15,1775,285
16,14,1434,244
17,9,1169,220
18,11,1015,161
19,13,934,174
20,9,778,132
21,10,675,121
22,12,647,119
23,6,575,93
24,6,484,85
25,3,440,89
26,3,402,58
27,1,344,56
28,10,345,61
29,5,306,34
30,4,267,36
31,1,230,33
32,3,242,36
33,2,206,35
34,0,182,39
35,0,167,26
36,3,174,22
37,4,169,15
38,2,122,16
39,1,95,16
40,0,111,16
41,0,84,11
42,1,93,10
43,1,89,11
44,3,99,9
45,2,88,12
46,0,65,5
47,2,52,14
48,4,52,9
49,1,63,7
50,1,57,4
51,2,53,1
52,2,36,0
53,3,47,5
54,3,45,3
55,0,37,5
56,5,33,5
57,4,29,3
58,4,33,6
59,1,30,3
60,4,22,2
