"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4034,273
2,34,9038,707
3,24,10329,963
4,45,9954,1099
5,48,8660,1206
6,66,7170,1084
7,52,5767,940
8,61,5047,846
9,33,4036,719
10,40,3283,601
11,37,2805,523
12,31,2296,416
13,33,1809,400
14,38,1595,329
15,43,1520,266
16,30,1200,222
17,22,980,203
18,18,874,144
19,27,775,153
20,16,645,119
21,24,571,109
22,12,541,108
23,8,494,81
24,7,412,79
25,11,353,75
26,17,321,49
27,12,291,48
28,17,296,52
29,11,257,33
30,7,229,30
31,9,192,31
32,12,190,28
33,8,159,29
34,4,149,32
35,8,140,23
36,5,139,18
37,5,144,14
38,2,99,14
39,3,80,15
40,3,94,14
41,4,73,10
42,2,76,7
43,1,74,10
44,0,73,8
45,1,72,10
46,0,53,4
47,1,50,14
48,4,40,8
49,2,52,7
50,2,44,4
51,2,48,1
52,0,24,0
53,1,32,4
54,0,36,3
55,3,29,5
56,1,27,3
57,4,23,2
58,2,30,3
59,1,23,2
60,1,15,2
