"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,3843,265
2,9,8577,688
3,26,9843,948
4,12,9586,1076
5,8,8384,1194
6,15,6921,1072
7,6,5587,927
8,13,4867,836
9,14,3913,708
10,16,3170,589
11,2,2706,511
12,4,2196,409
13,7,1726,385
14,12,1526,314
15,7,1444,259
16,6,1134,214
17,11,932,199
18,6,834,142
19,2,728,145
20,6,612,115
21,5,541,107
22,2,517,103
23,9,466,78
24,7,393,79
25,2,329,72
26,5,296,49
27,4,276,45
28,3,281,48
29,7,244,33
30,4,212,28
31,3,174,30
32,2,182,28
33,3,147,27
34,3,137,31
35,1,128,23
36,2,133,18
37,1,137,14
38,3,91,14
39,2,76,15
40,1,89,14
41,3,64,10
42,4,71,7
43,7,69,9
44,2,69,6
45,2,68,10
46,1,49,4
47,0,50,13
48,1,36,8
49,2,43,7
50,3,43,4
51,1,47,1
52,4,24,0
53,2,32,4
54,4,35,3
55,0,28,6
56,3,25,3
57,5,22,2
58,3,26,3
59,6,23,2
60,0,13,2
