"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2102,175
2,25,4640,462
3,48,5790,652
4,56,5961,730
5,50,5292,812
6,41,4487,726
7,44,3582,638
8,29,3108,532
9,26,2425,455
10,32,2018,400
11,11,1644,310
12,12,1377,256
13,9,1042,247
14,11,895,180
15,4,799,151
16,8,633,121
17,5,527,126
18,1,465,95
19,0,411,93
20,6,324,74
21,0,258,57
22,2,272,60
23,1,255,42
24,5,211,41
25,3,147,36
26,1,128,32
27,0,145,23
28,1,152,32
29,1,112,21
30,0,113,17
31,0,79,17
32,0,85,14
33,0,78,17
34,1,68,16
35,0,68,13
36,0,58,12
37,0,57,6
38,1,45,6
39,0,35,7
40,0,54,9
41,0,36,6
42,0,38,2
43,0,32,3
44,0,38,4
45,0,33,6
46,1,31,3
47,1,24,9
48,0,18,2
49,1,28,2
50,0,20,3
51,2,21,1
52,0,10,0
53,0,14,3
54,0,20,2
55,0,13,2
56,0,13,1
57,1,10,1
58,0,11,0
59,2,9,1
60,0,6,1
