"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,0,3842,264
2,5,8565,688
3,7,9830,947
4,29,9567,1075
5,26,8369,1194
6,8,6920,1069
7,11,5576,927
8,16,4857,835
9,18,3909,707
10,10,3166,588
11,11,2701,512
12,13,2199,408
13,9,1720,384
14,2,1525,314
15,10,1443,258
16,6,1133,214
17,6,929,199
18,9,829,142
19,8,727,145
20,2,609,115
21,5,538,107
22,6,515,103
23,5,466,78
24,7,391,79
25,4,327,71
26,3,296,48
27,2,276,46
28,4,280,48
29,5,242,33
30,2,209,28
31,3,176,30
32,2,180,28
33,3,144,27
34,3,138,31
35,1,128,23
36,3,131,18
37,5,134,14
38,10,89,14
39,2,74,15
40,3,88,14
41,2,63,10
42,0,74,6
43,1,70,10
44,2,68,6
45,3,68,10
46,1,50,4
47,4,49,14
48,3,37,8
49,6,44,7
50,1,43,4
51,3,46,1
52,5,23,0
53,4,30,4
54,7,33,3
55,1,28,5
56,2,26,3
57,1,24,2
58,6,24,3
59,7,24,2
60,6,13,2
