"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,2194,182
2,28,4915,470
3,23,6078,664
4,22,6253,748
5,18,5567,836
6,23,4699,748
7,22,3755,662
8,19,3262,559
9,13,2544,467
10,18,2108,408
11,12,1728,324
12,11,1447,273
13,11,1091,258
14,12,930,195
15,7,842,163
16,5,659,125
17,5,541,128
18,6,488,96
19,1,427,95
20,3,342,78
21,11,269,59
22,5,285,61
23,6,261,44
24,2,216,43
25,0,159,41
26,3,140,33
27,2,154,24
28,2,160,32
29,2,115,21
30,3,120,17
31,3,84,19
32,4,87,14
33,2,84,18
34,0,70,17
35,0,70,14
36,2,58,12
37,1,58,6
38,2,47,6
39,1,38,7
40,0,54,9
41,0,39,6
42,1,39,2
43,2,34,3
44,0,38,5
45,1,34,6
46,1,33,3
47,1,23,9
48,1,20,2
49,0,29,2
50,1,22,3
51,0,22,1
52,0,11,0
53,0,14,3
54,0,21,2
55,1,15,2
56,0,12,1
57,0,10,1
58,1,11,0
59,0,10,1
60,3,6,1
