"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4432,302
2,28,10000,765
3,13,11334,1008
4,28,10805,1145
5,24,9384,1254
6,27,7720,1120
7,27,6258,978
8,20,5489,884
9,28,4420,754
10,16,3599,640
11,16,3086,557
12,12,2544,451
13,19,2020,420
14,12,1791,351
15,13,1747,282
16,10,1402,240
17,13,1149,217
18,6,997,159
19,5,904,170
20,14,758,129
21,11,664,121
22,8,632,118
23,11,567,92
24,10,471,86
25,8,426,87
26,9,394,56
27,3,335,56
28,11,339,59
29,11,298,34
30,9,262,35
31,6,223,33
32,9,237,33
33,4,195,35
34,5,180,36
35,0,162,26
36,6,167,22
37,4,166,15
38,2,119,15
39,4,92,16
40,6,110,15
41,3,81,11
42,1,91,10
43,1,89,12
44,5,93,7
45,3,80,12
46,4,62,5
47,6,53,14
48,0,50,9
49,4,63,7
50,1,56,4
51,4,53,1
52,3,33,0
53,3,45,5
54,1,40,3
55,4,36,5
56,8,31,5
57,2,27,3
58,8,32,5
59,5,28,2
60,0,21,2
