"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4692,322
2,34,10576,809
3,39,11951,1051
4,45,11406,1184
5,48,9897,1294
6,37,8135,1149
7,25,6612,1012
8,28,5858,919
9,28,4689,782
10,17,3819,670
11,11,3306,581
12,30,2716,471
13,8,2204,437
14,12,1950,362
15,22,1901,298
16,16,1535,251
17,11,1247,226
18,11,1085,171
19,12,1013,178
20,5,844,141
21,7,725,129
22,11,697,120
23,8,618,101
24,10,507,91
25,7,474,91
26,8,439,63
27,4,373,59
28,3,377,65
29,4,335,37
30,1,288,37
31,3,237,39
32,2,255,36
33,5,226,37
34,1,194,41
35,2,186,27
36,8,196,24
37,4,185,16
38,4,139,17
39,2,106,18
40,2,126,19
41,3,91,11
42,1,102,11
43,0,96,13
44,5,106,8
45,3,90,12
46,4,69,7
47,3,59,14
48,5,53,9
49,1,66,8
50,2,61,4
51,0,60,2
52,7,41,0
53,1,48,5
54,3,47,4
55,1,44,6
56,1,35,5
57,3,32,3
58,3,33,6
59,4,30,3
60,4,25,3
