"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,3877,265
2,26,8633,692
3,37,9890,949
4,16,9623,1080
5,22,8414,1196
6,21,6943,1075
7,21,5610,927
8,24,4887,838
9,10,3931,708
10,15,3180,593
11,8,2713,512
12,7,2215,410
13,11,1723,387
14,5,1533,314
15,9,1446,260
16,7,1140,214
17,12,938,201
18,6,839,142
19,1,738,146
20,8,617,116
21,1,544,107
22,3,521,105
23,4,472,78
24,9,395,79
25,4,330,73
26,1,301,48
27,2,279,45
28,4,284,49
29,6,245,33
30,3,212,28
31,5,179,30
32,3,186,28
33,0,145,27
34,3,140,31
35,2,133,23
36,3,136,18
37,4,133,14
38,3,92,14
39,1,77,15
40,5,89,14
41,2,66,10
42,3,73,7
43,4,69,9
44,1,70,6
45,3,68,10
46,2,50,4
47,1,50,13
48,1,35,8
49,1,45,7
50,1,45,4
51,2,48,1
52,1,24,0
53,0,30,4
54,0,35,3
55,1,27,6
56,3,24,3
57,5,23,2
58,2,27,3
59,1,23,2
60,1,14,2
