"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,3799,263
2,24,8506,685
3,25,9745,940
4,25,9479,1070
5,32,8316,1190
6,27,6866,1067
7,19,5527,918
8,18,4809,832
9,17,3874,700
10,13,3135,582
11,20,2668,510
12,21,2175,407
13,20,1698,381
14,12,1505,310
15,15,1416,256
16,22,1115,211
17,21,911,197
18,21,811,142
19,11,720,144
20,10,594,114
21,6,530,105
22,7,507,102
23,8,454,77
24,14,387,79
25,8,320,71
26,15,292,47
27,8,269,45
28,8,275,47
29,8,236,32
30,9,203,28
31,14,169,30
32,11,168,28
33,19,138,27
34,4,136,28
35,4,127,23
36,5,126,18
37,7,127,14
38,10,87,13
39,9,69,15
40,16,88,12
41,7,64,10
42,9,71,6
43,11,66,9
44,7,70,6
45,18,60,10
46,9,49,4
47,14,48,13
48,8,34,8
49,4,42,7
50,8,41,4
51,15,44,1
52,13,24,0
53,5,29,4
54,10,33,3
55,7,25,6
56,4,23,2
57,7,23,2
58,6,21,2
59,6,23,1
60,6,13,1
