"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,4147,281
2,24,9294,718
3,25,10568,976
4,22,10174,1113
5,19,8832,1222
6,20,7322,1090
7,25,5892,951
8,25,5175,858
9,29,4143,730
10,17,3370,616
11,9,2875,529
12,19,2365,427
13,17,1860,408
14,16,1638,337
15,13,1579,271
16,15,1262,228
17,9,1013,207
18,9,909,150
19,8,816,162
20,15,679,120
21,9,596,109
22,14,569,111
23,13,517,85
24,10,432,79
25,6,381,82
26,5,341,52
27,1,305,50
28,6,306,54
29,8,275,34
30,7,241,33
31,6,202,32
32,2,207,30
33,6,171,32
34,4,161,33
35,2,145,24
36,3,151,19
37,4,150,14
38,11,109,15
39,3,85,15
40,3,98,14
41,3,71,10
42,5,81,7
43,7,76,10
44,10,80,8
45,4,78,10
46,4,54,4
47,5,50,14
48,4,42,8
49,4,54,7
50,5,50,4
51,2,48,1
52,2,28,0
53,1,34,4
54,2,37,3
55,9,29,5
56,4,27,3
57,2,27,2
58,3,28,4
59,4,24,2
60,2,19,2
