"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,3829,264
2,25,8541,687
3,20,9794,944
4,9,9535,1077
5,23,8346,1192
6,20,6901,1068
7,13,5558,923
8,24,4834,835
9,26,3894,704
10,9,3153,585
11,11,2689,512
12,10,2186,408
13,14,1714,381
14,13,1518,312
15,12,1433,258
16,8,1127,212
17,8,918,197
18,6,829,142
19,8,723,144
20,4,608,114
21,3,535,107
22,4,515,103
23,7,461,78
24,5,390,78
25,5,326,72
26,6,293,49
27,8,270,46
28,9,279,48
29,6,242,32
30,5,204,28
31,4,176,30
32,1,174,28
33,2,144,27
34,3,135,31
35,5,126,23
36,2,127,18
37,11,134,14
38,5,89,13
39,6,74,15
40,4,87,13
41,4,64,10
42,6,70,6
43,4,69,9
44,9,70,7
45,0,65,10
46,2,50,4
47,2,49,14
48,6,34,8
49,8,44,7
50,9,43,4
51,13,44,1
52,4,23,0
53,8,29,4
54,10,33,3
55,5,26,5
56,16,26,2
57,8,22,2
58,11,24,3
59,7,23,2
60,2,12,1
