"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,3708,253
2,85,8290,674
3,119,9494,926
4,100,9230,1053
5,71,8071,1168
6,45,6712,1054
7,71,5401,903
8,60,4674,815
9,88,3755,690
10,58,3051,571
11,63,2570,499
12,38,2106,402
13,44,1643,375
14,52,1441,304
15,45,1350,251
16,57,1052,201
17,36,859,191
18,39,773,139
19,22,673,143
20,17,545,107
21,28,488,102
22,33,485,102
23,25,427,73
24,20,360,71
25,23,298,72
26,14,269,42
27,11,254,39
28,20,257,46
29,19,214,32
30,11,191,28
31,13,156,30
32,9,154,25
33,8,119,25
34,5,126,25
35,7,113,22
36,8,115,18
37,9,115,14
38,5,84,13
39,6,63,15
40,6,81,11
41,8,56,10
42,7,64,5
43,3,61,10
44,4,64,7
45,5,52,8
46,1,45,4
47,4,42,13
48,4,34,8
49,3,39,5
50,3,40,4
51,1,38,1
52,2,21,0
53,2,30,4
54,1,31,2
55,3,22,5
56,6,21,2
57,5,20,1
58,0,20,2
59,3,20,1
60,5,13,1
