"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2190,181
2,22,4901,470
3,27,6070,664
4,36,6239,747
5,31,5556,835
6,23,4697,748
7,18,3748,662
8,22,3258,556
9,23,2539,467
10,16,2106,408
11,10,1725,324
12,19,1444,273
13,9,1089,258
14,9,931,194
15,5,837,163
16,7,658,125
17,1,541,128
18,5,487,96
19,13,426,95
20,4,341,77
21,7,268,59
22,2,284,61
23,0,261,44
24,3,218,42
25,3,158,41
26,2,138,33
27,4,155,24
28,4,161,32
29,3,114,21
30,4,120,17
31,2,84,19
32,0,86,14
33,0,84,18
34,2,69,17
35,1,70,14
36,2,58,12
37,2,59,6
38,1,48,6
39,0,39,7
40,1,53,9
41,2,37,6
42,0,39,2
43,1,35,3
44,1,39,5
45,1,33,6
46,1,32,3
47,0,23,9
48,1,20,2
49,0,29,2
50,0,23,3
51,0,22,1
52,0,10,0
53,1,15,3
54,0,21,2
55,0,14,2
56,1,12,1
57,0,10,1
58,3,11,0
59,2,10,1
60,0,6,1
