"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,3135,225
2,80,6901,604
3,111,8200,859
4,96,8189,1005
5,88,7196,1109
6,84,5967,983
7,68,4874,856
8,43,4203,764
9,56,3364,635
10,36,2732,533
11,32,2290,455
12,37,1885,375
13,30,1463,346
14,30,1264,267
15,24,1170,225
16,22,893,181
17,17,733,173
18,21,648,129
19,19,569,134
20,23,462,95
21,10,406,90
22,8,401,89
23,21,357,62
24,11,299,66
25,12,240,62
26,10,213,40
27,10,216,36
28,6,218,43
29,10,178,27
30,9,166,25
31,9,136,24
32,8,133,23
33,6,105,24
34,8,108,23
35,7,92,20
36,4,92,17
37,5,94,8
38,2,73,10
39,8,55,11
40,8,71,11
41,4,46,9
42,2,59,4
43,0,50,7
44,4,58,5
45,0,41,6
46,1,41,2
47,3,40,14
48,3,26,7
49,0,32,4
50,3,38,4
51,1,28,1
52,1,15,0
53,0,24,4
54,1,25,2
55,4,24,3
56,1,19,1
57,1,14,1
58,4,19,2
59,1,15,1
60,2,10,1
