"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4487,304
2,33,10131,773
3,27,11497,1019
4,38,10969,1151
5,39,9502,1265
6,43,7836,1128
7,26,6345,982
8,34,5586,889
9,22,4475,759
10,22,3649,646
11,31,3145,562
12,17,2597,456
13,10,2066,422
14,19,1835,354
15,13,1776,284
16,10,1428,244
17,15,1166,220
18,14,1013,161
19,15,936,174
20,13,774,132
21,13,676,121
22,8,644,119
23,6,575,93
24,4,481,86
25,5,439,90
26,2,405,56
27,10,344,55
28,7,346,61
29,4,306,34
30,2,266,36
31,3,231,33
32,2,241,36
33,0,207,35
34,1,181,39
35,4,166,26
36,5,173,22
37,2,168,15
38,1,122,15
39,1,96,16
40,0,110,16
41,1,83,11
42,2,93,10
43,2,92,12
44,2,101,8
45,0,85,12
46,2,63,5
47,3,53,13
48,1,51,9
49,1,63,7
50,2,57,4
51,2,54,1
52,2,37,0
53,3,47,5
54,0,44,3
55,5,37,6
56,4,33,5
57,4,29,3
58,1,32,6
59,4,29,3
60,1,21,2
