"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2126,177
2,47,4718,464
3,45,5870,654
4,39,6026,735
5,42,5376,817
6,11,4537,732
7,20,3640,645
8,20,3148,539
9,16,2449,458
10,18,2047,401
11,16,1673,312
12,10,1399,258
13,9,1056,250
14,7,911,186
15,9,806,155
16,10,640,121
17,5,528,126
18,8,473,95
19,5,414,93
20,4,327,74
21,8,262,57
22,8,275,61
23,3,257,43
24,5,212,41
25,1,150,36
26,3,131,33
27,2,146,24
28,4,152,32
29,2,113,21
30,1,115,17
31,0,81,18
32,2,85,14
33,0,77,17
34,0,68,16
35,1,67,13
36,2,59,12
37,0,58,6
38,1,45,6
39,0,36,7
40,2,53,9
41,0,37,6
42,0,38,2
43,0,32,3
44,0,38,4
45,0,33,6
46,1,31,3
47,0,25,9
48,0,18,2
49,0,28,2
50,0,20,3
51,0,21,1
52,0,10,0
53,0,14,3
54,0,20,2
55,0,13,2
56,0,13,1
57,0,10,1
58,0,12,0
59,1,9,1
60,0,6,1
