"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,4025,273
2,47,9002,706
3,76,10305,962
4,71,9926,1097
5,75,8638,1204
6,44,7151,1082
7,45,5761,939
8,49,5029,844
9,44,4029,719
10,38,3273,600
11,45,2798,522
12,50,2290,415
13,33,1807,397
14,25,1586,329
15,22,1516,265
16,31,1201,222
17,18,976,201
18,26,872,143
19,15,771,153
20,10,644,118
21,9,565,109
22,14,539,108
23,19,491,81
24,12,413,80
25,16,353,75
26,18,321,47
27,8,289,49
28,10,298,52
29,13,256,33
30,8,226,29
31,4,192,31
32,8,189,28
33,6,158,29
34,5,148,32
35,2,137,23
36,3,140,18
37,3,140,14
38,5,101,14
39,2,81,15
40,2,93,14
41,0,69,10
42,1,77,7
43,1,73,11
44,1,73,7
45,4,71,10
46,2,53,4
47,3,50,13
48,2,38,8
49,0,52,7
50,1,44,4
51,0,45,1
52,3,24,0
53,2,32,4
54,4,35,3
55,2,30,6
56,1,26,3
57,1,23,2
58,0,31,3
59,1,24,2
60,4,15,2
