"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,19,3385,231
2,154,7476,630
3,121,8720,892
4,89,8591,1027
5,102,7544,1134
6,78,6252,1010
7,76,5099,880
8,63,4386,786
9,74,3496,656
10,31,2834,555
11,29,2405,469
12,35,1965,385
13,23,1525,358
14,30,1319,279
15,38,1240,229
16,29,951,190
17,17,774,181
18,16,699,133
19,19,604,135
20,16,485,100
21,22,436,97
22,18,433,94
23,12,379,65
24,12,333,69
25,5,259,66
26,17,237,41
27,17,227,37
28,7,230,44
29,11,188,30
30,9,177,26
31,5,145,28
32,4,140,23
33,7,112,25
34,7,116,25
35,3,98,23
36,9,100,17
37,6,100,11
38,4,81,11
39,3,56,13
40,7,74,11
41,7,49,9
42,5,62,5
43,4,57,8
44,5,61,5
45,2,48,6
46,2,43,4
47,5,40,13
48,1,28,7
49,4,35,4
50,3,38,4
51,5,34,1
52,2,16,0
53,4,28,4
54,3,27,2
55,5,24,4
56,4,20,1
57,3,15,1
58,2,21,2
59,3,17,2
60,1,14,1
