"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,2629,216
2,60,5917,563
3,81,7380,815
4,94,7542,964
5,84,6695,1056
6,86,5604,932
7,80,4512,815
8,91,3912,729
9,56,3107,602
10,38,2564,500
11,57,2123,421
12,51,1751,350
13,48,1363,326
14,39,1163,247
15,39,1076,208
16,18,816,165
17,22,657,158
18,28,599,119
19,27,509,128
20,15,422,92
21,21,372,80
22,14,359,80
23,11,320,62
24,12,268,60
25,18,213,56
26,14,188,37
27,12,188,30
28,18,195,40
29,16,150,27
30,8,144,22
31,5,113,24
32,4,116,19
33,6,98,23
34,5,92,21
35,10,79,17
36,8,76,16
37,3,74,8
38,3,60,9
39,9,44,10
40,6,65,11
41,3,44,7
42,7,49,4
43,3,42,4
44,6,51,6
45,2,39,6
46,2,37,3
47,2,33,10
48,7,22,2
49,2,33,3
50,5,28,3
51,3,27,1
52,2,13,0
53,4,19,3
54,3,24,2
55,2,16,2
56,4,17,1
57,2,12,1
58,2,15,1
59,2,14,1
60,2,9,1
