"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,2271,187
2,72,5065,477
3,96,6256,676
4,69,6442,762
5,68,5701,845
6,41,4836,765
7,31,3835,669
8,37,3355,575
9,43,2614,480
10,30,2160,415
11,22,1766,330
12,26,1484,277
13,12,1113,265
14,5,951,202
15,14,868,167
16,9,674,127
17,7,548,131
18,16,508,99
19,9,435,97
20,5,353,78
21,6,280,61
22,8,293,62
23,6,270,44
24,0,222,46
25,5,166,41
26,3,141,33
27,1,160,24
28,3,160,32
29,1,116,21
30,1,122,18
31,2,88,19
32,5,90,14
33,5,87,18
34,0,73,18
35,1,72,14
36,1,59,13
37,3,62,6
38,1,46,6
39,2,38,8
40,0,54,9
41,0,39,6
42,2,41,2
43,0,34,3
44,2,40,5
45,2,35,7
46,0,34,3
47,0,24,9
48,1,21,2
49,0,29,2
50,3,22,3
51,1,23,1
52,0,11,0
53,0,15,3
54,0,22,2
55,0,14,2
56,0,12,1
57,0,10,1
58,1,12,1
59,0,12,1
60,0,6,1
