"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4742,327
2,29,10667,813
3,41,12048,1055
4,50,11488,1187
5,64,9961,1302
6,54,8183,1152
7,59,6643,1013
8,63,5892,919
9,32,4725,785
10,42,3850,671
11,33,3336,581
12,29,2740,473
13,26,2221,437
14,24,1961,365
15,26,1912,299
16,11,1551,252
17,16,1254,227
18,14,1099,173
19,13,1021,180
20,12,855,141
21,10,736,129
22,18,708,120
23,1,623,101
24,8,512,91
25,10,483,92
26,9,442,63
27,10,376,60
28,10,379,66
29,10,337,38
30,2,288,37
31,8,239,39
32,4,261,36
33,4,228,37
34,8,198,41
35,5,185,27
36,3,194,24
37,3,185,16
38,2,144,17
39,2,106,19
40,0,128,19
41,3,95,12
42,2,103,11
43,5,100,15
44,0,103,8
45,0,92,12
46,4,70,7
47,4,60,14
48,2,56,9
49,1,66,7
50,2,61,4
51,3,60,2
52,0,42,0
53,0,47,5
54,5,52,4
55,3,42,6
56,1,35,5
57,3,34,3
58,4,32,6
59,1,32,3
60,2,26,3
