"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,4667,320
2,24,10536,803
3,33,11903,1046
4,21,11358,1183
5,25,9860,1291
6,17,8116,1145
7,15,6587,1008
8,25,5845,917
9,21,4680,782
10,18,3809,670
11,16,3289,578
12,18,2708,469
13,10,2192,435
14,14,1946,361
15,12,1888,294
16,8,1528,250
17,12,1240,227
18,7,1078,171
19,7,1002,179
20,6,842,140
21,3,725,129
22,9,698,120
23,4,611,99
24,4,506,90
25,4,469,91
26,5,441,62
27,3,374,59
28,3,375,65
29,7,337,37
30,6,285,37
31,4,237,39
32,3,258,36
33,5,222,37
34,4,194,40
35,1,183,27
36,1,188,24
37,6,187,16
38,4,135,17
39,4,105,18
40,7,123,18
41,5,91,12
42,1,99,11
43,2,97,13
44,0,102,9
45,6,91,12
46,1,69,8
47,4,58,14
48,1,55,9
49,1,66,7
50,2,59,4
51,3,61,2
52,5,42,0
53,4,49,5
54,4,49,4
55,2,42,5
56,1,37,5
57,2,31,3
58,5,32,6
59,2,30,3
60,3,24,3
