"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4429,302
2,21,10003,766
3,35,11337,1008
4,8,10806,1147
5,25,9390,1253
6,19,7719,1122
7,29,6264,978
8,22,5493,884
9,19,4423,754
10,24,3598,640
11,15,3084,559
12,14,2545,452
13,8,2023,420
14,16,1795,351
15,9,1748,282
16,11,1402,240
17,9,1147,218
18,9,1001,159
19,5,909,170
20,5,755,130
21,13,665,121
22,11,633,118
23,8,566,92
24,11,473,86
25,10,424,87
26,8,392,56
27,8,340,56
28,3,340,59
29,9,298,34
30,11,263,35
31,9,224,33
32,5,234,33
33,9,197,35
34,4,177,36
35,5,166,26
36,0,166,22
37,6,164,15
38,4,122,15
39,2,92,16
40,4,107,15
41,6,83,11
42,3,93,10
43,1,89,11
44,1,93,7
45,5,80,12
46,3,62,5
47,4,51,14
48,6,50,9
49,0,63,7
50,4,56,4
51,2,53,1
52,4,35,0
53,3,43,5
54,3,42,3
55,1,36,5
56,4,31,5
57,8,27,3
58,2,31,5
59,8,28,2
60,5,20,2
