"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2212,184
2,17,4942,472
3,27,6105,665
4,21,6292,750
5,26,5597,838
6,19,4732,751
7,11,3780,662
8,19,3282,562
9,11,2563,469
10,8,2127,408
11,9,1736,325
12,6,1458,275
13,6,1098,258
14,4,933,196
15,2,846,163
16,4,661,126
17,8,544,130
18,2,495,97
19,1,428,95
20,2,345,78
21,6,278,59
22,1,287,61
23,5,264,44
24,1,219,44
25,0,163,41
26,0,139,33
27,2,156,24
28,1,161,32
29,0,114,21
30,2,121,18
31,1,86,19
32,0,88,14
33,5,84,18
34,2,70,18
35,0,71,14
36,1,60,12
37,1,60,6
38,2,46,6
39,1,37,8
40,1,54,9
41,1,37,6
42,3,39,2
43,1,34,3
44,0,38,5
45,0,34,6
46,1,33,3
47,0,23,9
48,0,20,2
49,1,30,2
50,0,23,3
51,0,24,1
52,1,10,0
53,2,15,3
54,0,22,2
55,1,15,2
56,0,12,1
57,1,10,1
58,1,11,0
59,0,11,1
60,1,6,1
