"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2184,180
2,33,4890,470
3,35,6056,664
4,28,6229,746
5,28,5551,835
6,26,4695,745
7,21,3747,662
8,17,3257,556
9,23,2533,466
10,16,2100,408
11,12,1726,324
12,8,1439,271
13,7,1087,258
14,3,928,194
15,5,836,162
16,14,657,125
17,4,542,128
18,7,487,96
19,2,426,95
20,0,341,77
21,2,270,58
22,4,284,61
23,2,261,44
24,4,217,42
25,6,157,41
26,3,138,33
27,4,154,24
28,2,161,32
29,0,114,21
30,1,119,17
31,2,84,19
32,1,86,14
33,4,84,17
34,2,70,17
35,1,72,14
36,0,59,12
37,1,58,6
38,2,46,6
39,0,37,7
40,1,54,9
41,1,38,6
42,1,39,2
43,1,34,3
44,0,38,5
45,1,33,6
46,0,32,3
47,0,24,9
48,0,20,2
49,0,29,2
50,1,23,3
51,0,22,1
52,0,10,0
53,1,14,3
54,0,21,2
55,3,14,2
56,2,12,1
57,0,9,1
58,0,11,0
59,1,10,1
60,1,6,1
