"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,3266,228
2,98,7208,618
3,112,8471,878
4,117,8407,1018
5,75,7408,1127
6,57,6124,1002
7,67,4986,871
8,76,4306,777
9,48,3441,644
10,52,2782,547
11,46,2362,459
12,33,1933,376
13,21,1496,351
14,43,1293,272
15,41,1204,228
16,20,918,185
17,26,764,175
18,26,670,132
19,18,583,136
20,16,480,97
21,17,422,92
22,15,418,92
23,11,359,64
24,14,315,67
25,11,249,65
26,9,229,41
27,3,222,36
28,10,223,43
29,11,185,30
30,8,169,25
31,5,142,26
32,7,135,23
33,3,109,25
34,4,112,24
35,6,97,21
36,3,93,17
37,8,98,10
38,5,77,10
39,5,55,12
40,3,74,11
41,4,49,9
42,4,60,5
43,7,59,8
44,4,57,5
45,3,43,6
46,4,44,4
47,4,41,15
48,1,30,7
49,2,34,3
50,1,36,4
51,9,32,1
52,6,16,0
53,1,27,4
54,2,26,2
55,1,20,3
56,2,19,1
57,0,14,1
58,2,20,2
59,3,15,1
60,3,10,1
