"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,3752,258
2,48,8395,678
3,84,9616,933
4,88,9333,1059
5,69,8171,1174
6,40,6783,1061
7,35,5470,907
8,48,4734,821
9,49,3795,692
10,51,3091,575
11,46,2614,501
12,46,2131,402
13,25,1662,379
14,18,1462,307
15,34,1381,255
16,22,1076,205
17,27,885,192
18,28,787,141
19,42,693,144
20,14,557,110
21,18,511,102
22,27,500,102
23,17,441,74
24,30,374,73
25,17,307,71
26,28,276,44
27,12,259,42
28,12,258,47
29,11,224,32
30,19,199,28
31,15,161,30
32,13,156,26
33,13,129,25
34,8,129,26
35,7,120,22
36,15,123,18
37,16,116,14
38,7,84,13
39,8,65,15
40,6,84,11
41,6,56,10
42,4,66,5
43,5,61,10
44,6,66,6
45,8,55,9
46,5,47,4
47,4,43,14
48,4,32,8
49,6,42,5
50,5,40,4
51,3,41,1
52,3,21,0
53,4,28,4
54,1,30,3
55,3,23,4
56,2,23,2
57,3,21,2
58,2,21,2
59,1,21,1
60,2,13,1
