"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,51,7,61,2022-09-30
"20 - 24",4,0,113,1,118,2022-09-30
"25 - 29",1,1,191,12,205,2022-09-30
"30 - 34",4,0,324,14,342,2022-09-30
"35 - 39",2,0,408,26,436,2022-09-30
"40 - 44",4,1,516,50,571,2022-09-30
"45 - 49",3,0,901,94,998,2022-09-30
"50 - 54",9,2,1424,219,1654,2022-09-30
"55 - 59",10,3,1926,382,2321,2022-09-30
"60 - 64",11,6,2093,681,2791,2022-09-30
"65 - 69",17,7,2064,1028,3116,2022-09-30
"70 - 74",14,13,1810,1348,3185,2022-09-30
"75 - 79",9,7,993,962,1971,2022-09-30
"80 - 84",7,3,254,317,581,2022-09-30
"85 - 89",2,1,54,57,114,2022-09-30
">90",0,1,10,7,18,2022-09-30
