"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,27,3,30,2021-10-21
"20 - 24",3,0,61,0,64,2021-10-21
"25 - 29",6,3,123,7,139,2021-10-21
"30 - 34",2,2,216,7,227,2021-10-21
"35 - 39",2,8,256,17,283,2021-10-21
"40 - 44",6,8,361,33,408,2021-10-21
"45 - 49",7,4,665,70,746,2021-10-21
"50 - 54",13,18,1096,160,1287,2021-10-21
"55 - 59",16,12,1488,274,1790,2021-10-21
"60 - 64",11,22,1584,486,2103,2021-10-21
"65 - 69",13,33,1563,757,2366,2021-10-21
"70 - 74",13,27,1378,1036,2454,2021-10-21
"75 - 79",9,17,683,718,1427,2021-10-21
"80 - 84",3,2,146,240,391,2021-10-21
"85 - 89",0,0,19,41,60,2021-10-21
">90",0,0,3,2,5,2021-10-21
