"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,3,37,5,46,2022-02-03
"20 - 24",3,7,82,0,92,2022-02-03
"25 - 29",2,3,164,10,179,2022-02-03
"30 - 34",3,5,289,11,308,2022-02-03
"35 - 39",9,4,368,21,402,2022-02-03
"40 - 44",11,6,458,41,516,2022-02-03
"45 - 49",20,11,821,88,940,2022-02-03
"50 - 54",27,23,1317,192,1559,2022-02-03
"55 - 59",35,29,1751,343,2158,2022-02-03
"60 - 64",28,34,1903,610,2575,2022-02-03
"65 - 69",42,40,1834,941,2857,2022-02-03
"70 - 74",30,31,1586,1256,2903,2022-02-03
"75 - 79",18,18,820,877,1733,2022-02-03
"80 - 84",6,1,179,273,459,2022-02-03
"85 - 89",0,1,28,47,76,2022-02-03
">90",0,0,4,3,7,2022-02-03
