"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,51,7,61,2022-10-03
"20 - 24",4,1,113,2,120,2022-10-03
"25 - 29",1,1,191,12,205,2022-10-03
"30 - 34",5,0,324,14,343,2022-10-03
"35 - 39",2,0,408,26,436,2022-10-03
"40 - 44",4,1,516,50,571,2022-10-03
"45 - 49",2,1,901,94,998,2022-10-03
"50 - 54",8,3,1425,219,1655,2022-10-03
"55 - 59",11,4,1927,382,2324,2022-10-03
"60 - 64",9,8,2095,681,2793,2022-10-03
"65 - 69",18,5,2065,1029,3117,2022-10-03
"70 - 74",16,11,1810,1349,3186,2022-10-03
"75 - 79",13,5,993,962,1973,2022-10-03
"80 - 84",8,4,254,317,583,2022-10-03
"85 - 89",2,1,54,57,114,2022-10-03
">90",0,1,10,7,18,2022-10-03
