"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,4,29,3,38,2021-12-02
"20 - 24",3,5,68,0,76,2021-12-02
"25 - 29",6,3,137,8,154,2021-12-02
"30 - 34",12,13,238,7,270,2021-12-02
"35 - 39",8,17,296,19,340,2021-12-02
"40 - 44",11,19,395,34,459,2021-12-02
"45 - 49",21,34,709,76,840,2021-12-02
"50 - 54",29,55,1159,164,1407,2021-12-02
"55 - 59",30,89,1556,288,1963,2021-12-02
"60 - 64",46,99,1662,534,2341,2021-12-02
"65 - 69",41,111,1633,826,2611,2021-12-02
"70 - 74",30,96,1435,1124,2685,2021-12-02
"75 - 79",24,54,720,787,1585,2021-12-02
"80 - 84",9,6,158,254,427,2021-12-02
"85 - 89",0,1,21,44,66,2021-12-02
">90",0,0,3,2,5,2021-12-02
