"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-05-27
"20 - 24",4,0,107,0,111,2022-05-27
"25 - 29",4,0,181,11,196,2022-05-27
"30 - 34",6,0,313,13,332,2022-05-27
"35 - 39",3,1,397,26,427,2022-05-27
"40 - 44",8,1,497,48,554,2022-05-27
"45 - 49",7,1,886,91,985,2022-05-27
"50 - 54",17,2,1392,213,1624,2022-05-27
"55 - 59",27,6,1870,369,2272,2022-05-27
"60 - 64",17,6,2051,664,2738,2022-05-27
"65 - 69",29,5,2002,1006,3042,2022-05-27
"70 - 74",19,9,1748,1330,3106,2022-05-27
"75 - 79",22,1,930,942,1895,2022-05-27
"80 - 84",4,2,227,302,535,2022-05-27
"85 - 89",0,0,46,51,97,2022-05-27
">90",0,0,7,5,12,2022-05-27
