"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,28,3,33,2021-11-05
"20 - 24",4,1,61,0,66,2021-11-05
"25 - 29",4,5,128,8,145,2021-11-05
"30 - 34",2,5,220,7,234,2021-11-05
"35 - 39",5,10,266,18,299,2021-11-05
"40 - 44",3,15,370,33,421,2021-11-05
"45 - 49",10,10,676,70,766,2021-11-05
"50 - 54",10,27,1112,163,1312,2021-11-05
"55 - 59",14,33,1503,275,1825,2021-11-05
"60 - 64",21,42,1597,498,2158,2021-11-05
"65 - 69",22,48,1577,770,2417,2021-11-05
"70 - 74",14,51,1390,1052,2507,2021-11-05
"75 - 79",14,22,693,727,1456,2021-11-05
"80 - 84",5,2,150,244,401,2021-11-05
"85 - 89",1,0,19,41,61,2021-11-05
">90",0,0,3,2,5,2021-11-05
