"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-08-23
"20 - 24",3,0,114,1,118,2022-08-23
"25 - 29",1,0,190,12,203,2022-08-23
"30 - 34",4,0,326,14,344,2022-08-23
"35 - 39",3,1,405,26,435,2022-08-23
"40 - 44",5,2,512,50,569,2022-08-23
"45 - 49",3,2,898,95,998,2022-08-23
"50 - 54",6,4,1416,218,1644,2022-08-23
"55 - 59",14,5,1916,382,2317,2022-08-23
"60 - 64",13,8,2088,681,2790,2022-08-23
"65 - 69",12,12,2063,1022,3109,2022-08-23
"70 - 74",25,6,1791,1345,3167,2022-08-23
"75 - 79",11,2,989,960,1962,2022-08-23
"80 - 84",6,2,249,311,568,2022-08-23
"85 - 89",1,0,50,55,106,2022-08-23
">90",0,1,9,6,16,2022-08-23
