"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,43,6,52,2022-03-28
"20 - 24",4,1,102,0,107,2022-03-28
"25 - 29",4,1,175,11,191,2022-03-28
"30 - 34",5,1,310,11,327,2022-03-28
"35 - 39",4,2,390,26,422,2022-03-28
"40 - 44",5,6,486,47,544,2022-03-28
"45 - 49",11,6,866,90,973,2022-03-28
"50 - 54",19,10,1370,206,1605,2022-03-28
"55 - 59",21,15,1837,359,2232,2022-03-28
"60 - 64",32,23,1990,642,2687,2022-03-28
"65 - 69",34,28,1939,988,2989,2022-03-28
"70 - 74",28,42,1680,1299,3049,2022-03-28
"75 - 79",29,21,877,917,1844,2022-03-28
"80 - 84",4,9,199,288,500,2022-03-28
"85 - 89",3,2,33,49,87,2022-03-28
">90",2,0,3,4,9,2022-03-28
