"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,38,6,45,2022-02-14
"20 - 24",6,2,87,0,95,2022-02-14
"25 - 29",3,4,165,11,183,2022-02-14
"30 - 34",6,2,290,11,309,2022-02-14
"35 - 39",8,1,374,23,406,2022-02-14
"40 - 44",10,7,462,42,521,2022-02-14
"45 - 49",20,11,833,86,950,2022-02-14
"50 - 54",29,15,1329,197,1570,2022-02-14
"55 - 59",46,19,1767,349,2181,2022-02-14
"60 - 64",31,35,1915,613,2594,2022-02-14
"65 - 69",42,37,1849,952,2880,2022-02-14
"70 - 74",33,26,1601,1260,2920,2022-02-14
"75 - 79",17,20,831,884,1752,2022-02-14
"80 - 84",8,2,181,277,468,2022-02-14
"85 - 89",1,2,28,47,78,2022-02-14
">90",0,0,4,3,7,2022-02-14
