"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-05-06
"20 - 24",4,0,107,0,111,2022-05-06
"25 - 29",4,1,178,11,194,2022-05-06
"30 - 34",7,0,312,13,332,2022-05-06
"35 - 39",3,0,395,26,424,2022-05-06
"40 - 44",11,1,494,48,554,2022-05-06
"45 - 49",8,3,881,91,983,2022-05-06
"50 - 54",18,3,1391,212,1624,2022-05-06
"55 - 59",27,5,1864,367,2263,2022-05-06
"60 - 64",23,11,2038,659,2731,2022-05-06
"65 - 69",32,10,1988,1003,3033,2022-05-06
"70 - 74",31,9,1730,1323,3093,2022-05-06
"75 - 79",23,5,917,939,1884,2022-05-06
"80 - 84",9,4,219,300,532,2022-05-06
"85 - 89",1,0,44,51,96,2022-05-06
">90",0,0,6,4,10,2022-05-06
