"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,36,5,44,2022-01-18
"20 - 24",2,1,80,0,83,2022-01-18
"25 - 29",4,3,158,10,175,2022-01-18
"30 - 34",5,3,286,11,305,2022-01-18
"35 - 39",7,9,355,21,392,2022-01-18
"40 - 44",8,9,450,40,507,2022-01-18
"45 - 49",17,23,805,86,931,2022-01-18
"50 - 54",30,36,1291,186,1543,2022-01-18
"55 - 59",39,43,1718,335,2135,2022-01-18
"60 - 64",46,52,1860,595,2553,2022-01-18
"65 - 69",48,53,1800,924,2825,2022-01-18
"70 - 74",28,51,1564,1235,2878,2022-01-18
"75 - 79",25,26,797,869,1717,2022-01-18
"80 - 84",6,2,174,272,454,2022-01-18
"85 - 89",0,0,27,46,73,2022-01-18
">90",1,0,3,3,7,2022-01-18
