"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,24,3,27,2021-08-24
"20 - 24",6,0,53,0,59,2021-08-24
"25 - 29",5,4,108,7,124,2021-08-24
"30 - 34",2,9,179,6,196,2021-08-24
"35 - 39",5,7,221,15,248,2021-08-24
"40 - 44",4,12,327,27,370,2021-08-24
"45 - 49",10,12,623,67,712,2021-08-24
"50 - 54",17,37,1035,145,1234,2021-08-24
"55 - 59",9,25,1426,258,1718,2021-08-24
"60 - 64",12,37,1512,461,2022,2021-08-24
"65 - 69",18,34,1506,732,2290,2021-08-24
"70 - 74",17,24,1331,1004,2376,2021-08-24
"75 - 79",4,18,668,693,1383,2021-08-24
"80 - 84",0,2,141,228,371,2021-08-24
"85 - 89",0,1,18,38,57,2021-08-24
">90",0,0,3,2,5,2021-08-24
