"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,4,37,6,48,2022-02-04
"20 - 24",5,8,82,0,95,2022-02-04
"25 - 29",2,5,164,11,182,2022-02-04
"30 - 34",3,4,288,11,306,2022-02-04
"35 - 39",9,4,368,21,402,2022-02-04
"40 - 44",10,6,458,41,515,2022-02-04
"45 - 49",19,12,824,87,942,2022-02-04
"50 - 54",27,27,1317,192,1563,2022-02-04
"55 - 59",34,31,1752,343,2160,2022-02-04
"60 - 64",27,35,1901,610,2573,2022-02-04
"65 - 69",40,40,1834,944,2858,2022-02-04
"70 - 74",28,34,1588,1255,2905,2022-02-04
"75 - 79",19,15,821,878,1733,2022-02-04
"80 - 84",6,1,179,273,459,2022-02-04
"85 - 89",1,0,28,47,76,2022-02-04
">90",0,0,4,3,7,2022-02-04
