"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,23,3,27,2021-08-17
"20 - 24",4,1,53,0,58,2021-08-17
"25 - 29",6,5,104,7,122,2021-08-17
"30 - 34",3,5,175,6,189,2021-08-17
"35 - 39",9,8,211,15,243,2021-08-17
"40 - 44",8,7,320,27,362,2021-08-17
"45 - 49",12,14,612,67,705,2021-08-17
"50 - 54",15,27,1027,145,1214,2021-08-17
"55 - 59",15,20,1411,256,1702,2021-08-17
"60 - 64",17,24,1505,459,2005,2021-08-17
"65 - 69",8,40,1503,727,2278,2021-08-17
"70 - 74",12,28,1328,1000,2368,2021-08-17
"75 - 79",10,15,661,691,1377,2021-08-17
"80 - 84",1,1,140,227,369,2021-08-17
"85 - 89",0,0,18,38,56,2021-08-17
">90",0,0,3,2,5,2021-08-17
