"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,51,7,61,2022-10-18
"20 - 24",5,1,113,2,121,2022-10-18
"25 - 29",2,1,193,12,208,2022-10-18
"30 - 34",2,1,328,14,345,2022-10-18
"35 - 39",3,1,408,26,438,2022-10-18
"40 - 44",4,1,519,51,575,2022-10-18
"45 - 49",4,1,902,95,1002,2022-10-18
"50 - 54",12,1,1426,219,1658,2022-10-18
"55 - 59",12,5,1934,383,2334,2022-10-18
"60 - 64",12,6,2102,683,2803,2022-10-18
"65 - 69",25,6,2070,1032,3133,2022-10-18
"70 - 74",17,15,1823,1353,3208,2022-10-18
"75 - 79",12,7,1006,969,1994,2022-10-18
"80 - 84",12,6,258,321,597,2022-10-18
"85 - 89",7,1,54,59,121,2022-10-18
">90",1,0,12,9,22,2022-10-18
