"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,47,7,57,2022-07-15
"20 - 24",5,2,109,0,116,2022-07-15
"25 - 29",3,0,184,12,199,2022-07-15
"30 - 34",4,2,320,13,339,2022-07-15
"35 - 39",4,0,398,26,428,2022-07-15
"40 - 44",5,3,506,49,563,2022-07-15
"45 - 49",6,2,890,91,989,2022-07-15
"50 - 54",8,4,1405,215,1632,2022-07-15
"55 - 59",17,5,1899,374,2295,2022-07-15
"60 - 64",9,11,2069,673,2762,2022-07-15
"65 - 69",26,9,2023,1018,3076,2022-07-15
"70 - 74",26,6,1764,1339,3135,2022-07-15
"75 - 79",21,7,953,949,1930,2022-07-15
"80 - 84",6,4,238,309,557,2022-07-15
"85 - 89",0,0,48,54,102,2022-07-15
">90",0,0,7,5,12,2022-07-15
