"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,22,3,27,2021-08-13
"20 - 24",4,2,52,0,58,2021-08-13
"25 - 29",6,6,101,7,120,2021-08-13
"30 - 34",5,3,173,6,187,2021-08-13
"35 - 39",6,10,210,14,240,2021-08-13
"40 - 44",9,5,318,27,359,2021-08-13
"45 - 49",10,15,611,66,702,2021-08-13
"50 - 54",17,23,1023,145,1208,2021-08-13
"55 - 59",14,19,1407,256,1696,2021-08-13
"60 - 64",13,28,1503,457,2001,2021-08-13
"65 - 69",7,41,1500,725,2273,2021-08-13
"70 - 74",11,28,1327,999,2365,2021-08-13
"75 - 79",7,16,661,690,1374,2021-08-13
"80 - 84",1,1,140,227,369,2021-08-13
"85 - 89",1,0,17,38,56,2021-08-13
">90",0,0,3,2,5,2021-08-13
