"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,20,3,25,2021-07-23
"20 - 24",4,0,48,0,52,2021-07-23
"25 - 29",3,2,94,6,105,2021-07-23
"30 - 34",2,2,167,6,177,2021-07-23
"35 - 39",0,6,196,14,216,2021-07-23
"40 - 44",3,8,300,27,338,2021-07-23
"45 - 49",4,12,584,65,665,2021-07-23
"50 - 54",15,19,997,141,1172,2021-07-23
"55 - 59",12,9,1383,251,1655,2021-07-23
"60 - 64",10,13,1482,454,1959,2021-07-23
"65 - 69",8,19,1485,719,2231,2021-07-23
"70 - 74",10,17,1320,993,2340,2021-07-23
"75 - 79",9,0,655,686,1350,2021-07-23
"80 - 84",1,0,139,228,368,2021-07-23
"85 - 89",0,1,17,37,55,2021-07-23
">90",0,0,4,2,6,2021-07-23
