"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,46,6,55,2022-05-16
"20 - 24",4,0,107,0,111,2022-05-16
"25 - 29",4,2,180,11,197,2022-05-16
"30 - 34",5,0,313,13,331,2022-05-16
"35 - 39",4,1,396,26,427,2022-05-16
"40 - 44",8,1,497,48,554,2022-05-16
"45 - 49",9,3,882,92,986,2022-05-16
"50 - 54",17,3,1392,212,1624,2022-05-16
"55 - 59",30,8,1867,367,2272,2022-05-16
"60 - 64",19,10,2045,662,2736,2022-05-16
"65 - 69",32,9,1998,1004,3043,2022-05-16
"70 - 74",22,7,1742,1327,3098,2022-05-16
"75 - 79",22,3,924,941,1890,2022-05-16
"80 - 84",10,1,222,301,534,2022-05-16
"85 - 89",0,0,46,51,97,2022-05-16
">90",0,1,6,4,11,2022-05-16
