"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-23
"20 - 24",5,0,106,0,111,2022-04-23
"25 - 29",4,0,178,11,193,2022-04-23
"30 - 34",7,1,311,13,332,2022-04-23
"35 - 39",3,0,395,26,424,2022-04-23
"40 - 44",8,6,493,47,554,2022-04-23
"45 - 49",10,3,877,91,981,2022-04-23
"50 - 54",17,4,1387,212,1620,2022-04-23
"55 - 59",27,10,1858,366,2261,2022-04-23
"60 - 64",24,11,2029,655,2719,2022-04-23
"65 - 69",34,18,1978,995,3025,2022-04-23
"70 - 74",26,16,1721,1319,3082,2022-04-23
"75 - 79",22,13,909,934,1878,2022-04-23
"80 - 84",9,6,215,297,527,2022-04-23
"85 - 89",0,2,42,50,94,2022-04-23
">90",0,0,6,4,10,2022-04-23
