"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,46,6,55,2022-06-01
"20 - 24",4,0,107,0,111,2022-06-01
"25 - 29",4,0,181,11,196,2022-06-01
"30 - 34",6,0,313,13,332,2022-06-01
"35 - 39",3,1,397,26,427,2022-06-01
"40 - 44",9,0,497,48,554,2022-06-01
"45 - 49",7,1,886,91,985,2022-06-01
"50 - 54",18,2,1392,213,1625,2022-06-01
"55 - 59",26,6,1873,369,2274,2022-06-01
"60 - 64",17,7,2051,665,2740,2022-06-01
"65 - 69",25,8,2003,1007,3043,2022-06-01
"70 - 74",17,8,1752,1333,3110,2022-06-01
"75 - 79",20,3,933,942,1898,2022-06-01
"80 - 84",5,0,227,302,534,2022-06-01
"85 - 89",0,0,46,51,97,2022-06-01
">90",0,0,7,5,12,2022-06-01
